id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued,ndc,availability_status
5864,Fluocinonide Ointment 0.05%,"Teligent Pharma, Inc.",60g (NDC 52565-040-60),New,6/21/21,,Discontinuation of the manufacture of the drug,,,,To be Discontinued,6/21/21,6/21/21,52565-040-60,discontinued
5865,Fluocinonide Topical Solution,Teva Pharmaceuticals,0.5 mg/mL  (NDC 0472-0829-02),New,8/3/21,,,,,Dermatology,To be Discontinued,8/3/21,8/3/21,0472-0829-02,discontinued
5866,Fluorescein Strips,Akorn Pharmaceuticals,Ful-Glo 1.0 mg 100 sterile strips (NDC 17478-404-01),Revised,6/4/21,,,Available,,Ophthalmology,Resolved,6/4/21,,17478-404-01,
5867,Fluorescein Strips,Akorn Pharmaceuticals,Ful-Glo 0.6 mg 300 sterile strips (NDC 17478-403-03),Revised,6/4/21,,,Available,,Ophthalmology,Resolved,6/4/21,,17478-403-03,
5868,Fluorescein Strips,HUB Pharmaceuticals,BIOGLO Fluorescein Sodium Ophthalmic Strips USP 100 Strips per box (ndc 17238-900-11),Revised,6/4/21,,,Available,,Ophthalmology,Resolved,6/4/21,,,
5869,Fluorescein Strips,HUB Pharmaceuticals,BIOGLO Fluorescein Sodium Ophthalmic Strips USP 300 Strips per box (NDC 17238-900-30),Revised,6/4/21,,,Available,,Ophthalmology,Resolved,6/4/21,,17238-900-30,
5870,Fluorometholone Ophthalmic Ointment,Abbvie,FML (flourometholone) Ointment 0.1% 1 TUBE in 1 CARTON  3.5 g in 1 TUBE (NDC 0023-0316-04),New,9/13/21,,Discontinuation of the manufacture of the drug,,,Ophthalmology,To be Discontinued,9/13/21,9/13/21,0023-0316-04,discontinued
5871,Fluoxetine Capsules,Sandoz,"Fluoxetine capsules, 10 mg, 100 count bottle (NDC 0781-2823-01)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,2/23/18,2/23/18,0781-2823-01,discontinued
5872,Fluoxetine Capsules,Sandoz,"Fluoxetine capsules, 10 mg, 1000 count bottle (NDC 0781-2823-10)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules,,,Psychiatry,To be Discontinued,2/23/18,2/23/18,0781-2823-10,discontinued
5873,Fluoxetine Capsules,Sandoz,"Fluoxetine capsules, 20 mg, 100 count bottle (NDC 0781-2822-01)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,2/23/18,2/23/18,0781-2822-01,discontinued
5874,Fluoxetine Capsules,Sandoz,"Fluoxetine capsules, 20 mg, 1000 count bottle (NDC 0781-2822-10)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,2/23/18,2/23/18,0781-2822-10,discontinued
5875,Fluoxetine Capsules,Sandoz,"Fluoxetine capsules, 40 mg, 100 count bottle (NDC 0781-2824-01)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,2/23/18,2/23/18,0781-2824-01,discontinued
5876,Fluoxetine Capsules,Sandoz,"Fluoxetine capsules, 40 mg, 1000 count bottle (NDC 0781-2824-10)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,2/23/18,2/23/18,0781-2824-10,discontinued
5877,Fluoxetine Capsules,Sandoz,"Fluoxetine capsules, 40 mg, 30 count bottle (NDC 0781-2824-31)",New,2/23/18,,Sandoz Inc. has made a business decision to permanently discontinue Fluoxetine Capsules.,,,Psychiatry,To be Discontinued,2/23/18,2/23/18,0781-2824-31,discontinued
5878,Fluoxetine Tablets,Allergan Pharmaceuticals International Limited,"Fluoxetine (Sarafem) Tablets, 10 mg (NDC 0430-0210-14)",New,12/22/20,,Discontinued due to business reasons,,,Reproductive,To be Discontinued,12/22/20,12/22/20,0430-0210-14,discontinued
5879,Fluoxetine Tablets,Allergan Pharmaceuticals International Limited,"Fluoxetine (Sarafem) Tablets, 20 mg (NDC 0430-0220-14)",New,12/22/20,,Discontinued due to business reasons,,,Reproductive,To be Discontinued,12/22/20,12/22/20,0430-0220-14,discontinued
5880,Fluticasone Inhalational Powder,GlaxoSmithKline,"100 mcg, 28 blisters (NDC 0173-0602-00)",New,4/23/21,,This product discontinuation is a business-related decision. GSK has ceased distribution of this product. The 60-blister presentation will continue to be available.,,,Pulmonary/Allergy,To be Discontinued,4/23/21,4/23/21,0173-0602-00,discontinued
5881,Fluticasone Inhalational Powder,GlaxoSmithKline,"250 mcg, 28 blisters (NDC 0173-0601-00)",New,4/23/21,,This product discontinuation is a business-related decision. The anticipated date that GSK will cease distribution of the product is approximately July 2021. The 60-blister presentation will continue to be available.,,,Pulmonary/Allergy,To be Discontinued,4/23/21,4/23/21,0173-0601-00,discontinued
5882,Fluvoxamine ER Capsules,Par Pharmaceutical,100 mg. 30’s count (NDC 10370-175-11),Revised,1/15/21,Product available,,,Delay in shipping of the drug,Psychiatry,Current,,,10370-175-11,available
5883,Fluvoxamine ER Capsules,Par Pharmaceutical,150 mg. 30’s count (NDC 10370-176-11),Revised,1/15/21,On backorder. Estimated availability February 2021,,,Delay in shipping of the drug,Psychiatry,Current,,,10370-176-11,not available
5884,Fluvoxamine ER Capsules,Teva Pharmaceuticals,"Fluvoxamine 100 mg Extended Release Capsules, 30 count (NDC 0228-2848-03)",Reverified,11/8/21,Product is available,,,Requirements related to complying with good manufacturing practices,Psychiatry,Current,,,0228-2848-03,available
5885,Fluvoxamine ER Capsules,Teva Pharmaceuticals,"Fluvoxamine 150 mg Extended Release Capsules, 30 count (NDC 0228-2849-03)",Reverified,11/8/21,Available,,,Requirements related to complying with good manufacturing practices,Psychiatry,Current,,,0228-2849-03,available
5886,Fosphenytoin Sodium Injection,"Mylan Institutional, a Viatris company","100 mg/2 mL, package of 25 vials (NDC 67457-516-25)",New,9/3/21,,,,,Neurology;Pediatric,To be Discontinued,9/3/21,9/3/21,67457-516-25,discontinued
5887,Fosphenytoin Sodium Injection,"Mylan Institutional, a Viatris company","500 mg/10 mL, package of 10 vials (NDC 67457-517-01)",New,8/4/21,,,,,Neurology;Pediatric,To be Discontinued,8/4/21,8/4/21,67457-517-01,discontinued
5888,Furosemide Injection,"Athenex Pharmaceutical Division, LLC (Athenex)",20 mg/2mL vial (NDC 70860-302-41 and 70860-302-02),New,11/5/21,Available,"Marketed by Athenex. To order, contact Athenex at 855-273-0154",,,Cardiovascular,Current,,,70860-302-41,available
5889,Furosemide Injection,"Athenex Pharmaceutical Division, LLC (Athenex)",40 mg/4mL vial (NDC 70860-302-42 and 70860-302-04),New,11/5/21,Available,"Marketed by Athenex. To order, contact Athenex at 855-273-0154",,,Cardiovascular,Current,,,70860-302-42,available
5890,Furosemide Injection,"Athenex Pharmaceutical Division, LLC (Athenex)",100 mg/10mL vial (NDC 70860-302-43 and 70860-302-10),New,11/5/21,Available,"Marketed by Athenex. To order, contact Athenex at 855-273-0154",,,Cardiovascular,Current,,,70860-302-43,available
5891,Furosemide Injection,Gland Pharma Limited,"2 mL in 1 vial, 25 vials/carton (NDC 25021-311-02)",Reverified,7/16/21,Available,Marketing partner: Sagent Pharmaceuticals,,Demand increase for the drug,Cardiovascular,Current,,,25021-311-02,available
5892,Furosemide Injection,Gland Pharma Limited,"4 mL in 1 vial, 25 vials/carton (NDC 25021-311-04)",Reverified,7/16/21,Available,Marketing partner: Sagent Pharmaceuticals,,Demand increase for the drug,Cardiovascular,Current,,,25021-311-04,available
5893,Furosemide Injection,Gland Pharma Limited,"10 mL in 1 vial, 25 vials/carton (NDC 25021-311-10)",Reverified,7/16/21,Available,Marketing partner: Sagent Pharmaceuticals,,Demand increase for the drug,Cardiovascular,Current,,,25021-311-10,available
5894,Furosemide Injection,Sagent Pharmaceuticals,20 mg/2 mL single-dose vial (NDC 25021-311-02),Reverified,10/22/21,Available,,,,Cardiovascular,Current,,,25021-311-02,available
5895,Furosemide Injection,Sagent Pharmaceuticals,40 mg/4 mL single-dose vial (NDC25021-311-04),Reverified,10/22/21,Available,,,,Cardiovascular,Current,,,,available
5896,Furosemide Injection,Sagent Pharmaceuticals,100 mg/10 mL single-dose vial (NDC 25021-311-10),Reverified,10/22/21,Available,,,,Cardiovascular,Current,,,25021-311-10,available
5897,Furosemide Injection,"Fresenius Kabi USA, LLC","20 mg per 2 mL (10 mg per mL), Amber, single dose vial (NDC 63323-280-02)",Reverified,11/23/21,Available,Check wholesalers for inventory.,,Demand increase for the drug,Cardiovascular,Current,,,63323-280-02,available
5898,Furosemide Injection,"Fresenius Kabi USA, LLC","40 mg per 4 mL (10 mg per mL), Amber, single dose vial (NDC 63323-280-04)",Reverified,11/23/21,Backordered. Next release December 2021.,Check wholesalers for inventory.,,Demand increase for the drug,Cardiovascular,Current,,,63323-280-04,not available
5899,Furosemide Injection,"Fresenius Kabi USA, LLC","100 mg per 10 mL (10 mg per mL), Amber, single dose vial (NDC 63323-280-10)",Reverified,11/23/21,Available,Check wholesalers for inventory.,,Demand increase for the drug,Cardiovascular,Current,,,63323-280-10,available
5900,Furosemide Injection,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),20 mg/2 mL single-dose vial (NDC 55150-322-25),Reverified,11/5/21,"Currently on backorder, next shipment TBD",Check wholesalers for inventory,,Delay in shipping of the drug,Cardiovascular,Current,,,55150-322-25,not available
5901,Furosemide Injection,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),40 mg/4 mL single-dose vial (NDC 55150-323-25),Reverified,11/5/21,Available,Check wholesalers for inventory,,Delay in shipping of the drug,Cardiovascular,Current,,,55150-323-25,available
5902,Furosemide Injection,AuroMedics Pharma LLC (mfd. by Aurobindo Pharma Ltd.),100 mg/10 mL single-dose vial (NDC 55150-324-25),Reverified,11/5/21,Available,Check wholesalers for inventory,,Delay in shipping of the drug,Cardiovascular,Current,,,55150-324-25,available
5903,Furosemide Injection,Baxter Healthcare,"Furosemide Injection, USP, 10 mg/mL - 10 mL Single Dose Glass Vial (25 x 10 mL) (NDC 36000-284-25)",Reverified,11/23/21,Available,,,,Cardiovascular,Current,,,36000-284-25,available
5904,Furosemide Injection,Baxter Healthcare,"Furosemide Injection, USP, 10 mg/mL - 2 mL Single Dose Glass Vial (25 x 2 mL)(NDC 36000-282-25)",Reverified,11/23/21,Available,,,,Cardiovascular,Current,,,36000-282-25,available
5905,Furosemide Injection,Baxter Healthcare,"Furosemide Injection, USP, 10 mg/mL - 4 mL Single Dose Glass Vial (25 x 4 mL)(NDC 36000-283-25)",Reverified,11/23/21,Available,,,,Cardiovascular,Current,,,36000-283-25,available
5906,Furosemide Injection,Heritage Pharmaceuticals d/b/a Avet Pharmaceuticals,20 mg/mL (NDC 23155-473-41),Reverified,10/13/21,Available,,,,Cardiovascular,Current,,,23155-473-41,available
5907,Furosemide Injection,Heritage Pharmaceuticals d/b/a Avet Pharmaceuticals,40 mg/4mL (NDC 23155-473-42),Reverified,10/13/21,Available,,,,Cardiovascular,Current,,,23155-473-42,available
5908,Furosemide Injection,Heritage Pharmaceuticals d/b/a Avet Pharmaceuticals,100 mg/10mL (NDC 23155-473-44),Reverified,10/13/21,Available,,,,Cardiovascular,Current,,,23155-473-44,available
5909,Furosemide Injection,"Hospira, Inc.",20 mg/2 mL (10 mg/mL); Single Dose Glass Fliptop Vial (NDC 0409-6102-02),Revised,11/18/21,Limited Supply Available. Next Delivery and Estimated Recovery: November 2021,,,Other,Cardiovascular,Current,,,0409-6102-02,limited availability
5910,Furosemide Injection,"Hospira, Inc.",40 mg/4 mL (10 mg/mL); Single Dose Glass Fliptop Vial (NDC 0409-6102-04),Revised,11/18/21,Limited Supply Available. Next Delivery: November 2021; Estimated Recovery: January 2022,,,Demand increase for the drug,Cardiovascular,Current,,,0409-6102-04,limited availability
5911,Furosemide Injection,"Hospira, Inc.",100 mg/10 mL (10 mg/mL): Single Dose Glass Fliptop Vial (NDC 0409-6102-10),Revised,11/18/21,Available,,,Other,Cardiovascular,Current,,,0409-6102-10,available
5912,Furosemide Injection,"Hospira, Inc.",100 mg/10 mL (10 mg/mL; Ansyr Plastic syringe (NDC 0409-1639-10),Revised,11/18/21,Limited Supply Available.,,,Demand increase for the drug,Cardiovascular,Current,,,0409-1639-10,limited availability
5913,Furosemide Injection,"Hospira, Inc.",40 mg/4 mL (10 mg/mL); Ansyr Plastic syringe (NDC 0409-9631-04),Revised,11/18/21,Limited Supply Available.,,,Demand increase for the drug,Cardiovascular,Current,,,0409-9631-04,limited availability
5914,Furosemide Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",80mg (NDC 0378-0232-05),New,4/7/21,,,,,Cardiovascular,To be Discontinued,4/7/21,4/7/21,0378-0232-05,discontinued
5915,Gemcitabine Hydrochloride Injection,"Mylan Pharmaceuticals Inc., a Viatris Company","200 mg, single dose vial (NDC 67457-464-20)",New,6/26/20,,Expected discontinuation December 2020,,,Oncology,To be Discontinued,6/26/20,6/26/20,67457-464-20,discontinued
5916,Gemcitabine Hydrochloride Injection,Mylan Institutional,"1 g, single dose vial (NDC 67457-462-01)",New,12/16/19,,Expected Discontinuation March/April 2020,,,Oncology,To be Discontinued,12/16/19,12/16/19,67457-462-01,discontinued
5917,Gemifloxacin Mesylate (Factive) Tablets,"LG Chem, Ltd.","320mg, 7 Tablets in 1 Blister Pack (NDC 44004-321-07)",Reverified,11/10/21,Estimated recovery to be determined.,License to manufacture and distribute FACTIVE is under legal dispute.,,Other,Anti-Infective,Current,,,44004-321-07,unclear
5918,Gemifloxacin Mesylate (Factive) Tablets,"LG Chem, Ltd.","320mg, 5 Tablets in 1 Blister Pack (NDC 44004-321-05)",Reverified,11/10/21,Estimated recovery to be determined.,License to manufacture and distribute FACTIVE is under legal dispute.,,Other,Anti-Infective,Current,,,44004-321-05,unclear
5919,Gentamicin Sulfate and Prednisolone Acetate Ophthalmic Ointment,Abbvie,PRED-G- gentamicin sulfate 0.3% and prednisolone acetate 0.6% ointment 1 TUBE in 1 CARTON  3.5 g in 1 TUBE (NDC 0023-0066-04),New,9/13/21,,Discontinuation of the manufacture of the drug,,,Ophthalmology,To be Discontinued,9/13/21,9/13/21,0023-0066-04,discontinued
5920,Gentamicin Sulfate Injection,"Fresenius Kabi USA, LLC","80 mg per 2 mL (40 mg per mL), MDV, (NDC 63323-010-02)",Revised,11/23/21,Backordered. Next release January 2022.,Check wholesaler inventory,,Manufacturing delay,Anti-Infective,Current,,,63323-010-02,not available
5921,Gentamicin Sulfate Injection,"Fresenius Kabi USA, LLC","800 mg per 20 mL (40 mg per mL), MDV, (NDC 63323-010-20)",Revised,11/23/21,Available,Check wholesaler inventory,,,Anti-Infective,Current,,,63323-010-20,available
5922,Gentamicin Sulfate Injection,"Fresenius Kabi USA, LLC","20 mg per 2 mL (10 mg per mL), Pediatric SDV, (NDC 63323-173-02)",Revised,11/23/21,Available,Check wholesaler inventory,,Manufacturing delay,Anti-Infective,Current,,,63323-173-02,available
5923,Gentamicin Sulfate Injection,"Hospira, Inc.",80 mg/2 mL (40 mg/mL); 2 mL Single Dose Glass Fliptop Vial (NDC 00409-1207-03),Revised,11/18/21,Next Delivery: December 2021; Estimated Recovery: January 2022,,,Demand increase for the drug,Anti-Infective,Current,,,00409-1207-03,not available
5924,Gentamicin Sulfate Injection,"Hospira, Inc.",80 mg/2 mL (40 mg/mL) Single Dose Glass Fliptop Vial NovaPlus (NDC 00409-1207-25),Revised,11/18/21,Available,,,Other,Anti-Infective,Current,,,00409-1207-25,available
5925,Glipizide Tablets,Teva Pharmaceuticals,"5mg tablets (NDC 0591-0460-10), (NDC 0591-0460-05), (NDC 0591-0460-01)",New,5/28/20,,"Teva had evaluated the market and made decision to discontinue the product. No inventory remains for Glipizide 5 mg tablets 100 count NDC: 0591-0460-01. For the remaining presentations, allocations are being made based on customer Rx trends.",,,Endocrinology/Metabolism,To be Discontinued,5/28/20,5/28/20,0591-0460-10,discontinued
5926,Glipizide Tablets,Teva Pharmaceuticals,"10mg tablets, (NDC 0591-0461-10), (NDC 0591-0461-01), (NDC 0591-0461-05)",New,5/28/20,,"Teva had evaluated the market and made decision to discontinue the product. No inventory remains for Glipizide 5 mg tablets 100 count NDC: 0591-0460-01. For the remaining presentations, allocations are being made based on customer Rx trends.",,,Endocrinology/Metabolism,To be Discontinued,5/28/20,5/28/20,0591-0461-10,discontinued
5927,Guanfacine Hydrochloride Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",1 mg (NDC 0378-1160-01),Reverified,11/29/21,Unavailable,,,Other,Cardiovascular,Current,,,0378-1160-01,not available
5928,Guanfacine Hydrochloride Tablets,"Mylan Pharmaceuticals Inc., a Viatris Company",2 mg (NDC 0378-1190-01),Reverified,11/29/21,Unavailable,,,Other,Cardiovascular,Current,,,0378-1190-01,not available
5929,Guanfacine Hydrochloride Tablets,Teva Pharmaceuticals,1mg tablets 100 count bottle (NDC 0591-0444-01),Revised,11/8/21,Available,,,,Cardiovascular,Current,,,0591-0444-01,available
5930,Guanfacine Hydrochloride Tablets,Teva Pharmaceuticals,2 mg tablets 100 count bottle (NDC 0591-0453-01),Revised,11/8/21,On backorder,Recovery: December 2021,,,Cardiovascular,Current,,,0591-0453-01,not available
5931,Guanfacine Hydrochloride Tablets,Amneal Pharmaceutical,1 mg bottles of 30 (NDC 65162-711-03); 1 mg bottles of 100 (NDC 65162-711-10),Reverified,8/17/20,Available,,,Other,Cardiovascular,Current,,,65162-711-03,available
5932,Guanfacine Hydrochloride Tablets,Amneal Pharmaceutical,2 mg bottles of 30 (NDC 65162-713-03); 2 mg bottles of 100 (NDC 65162-713-10); 2 mg bottles of 500 (NDC 65162-713-50),Reverified,8/17/20,Available,,,Other,Cardiovascular,Current,,,65162-713-03,available
5933,Guanfacine Hydrochloride Tablets,"Epic Pharma, LLC","Guanfacine Tablets 1 mg, 100 Count (NDC 42806-048-01)",Reverified,2/23/21,Available,,,Other,Cardiovascular,Current,,,42806-048-01,available
5934,Guanfacine Hydrochloride Tablets,"Epic Pharma, LLC","Guanfacine Tablets 2 mg, 100 Count (NDC 42806-296-01)",Reverified,2/23/21,Available,,,Other,Cardiovascular,Current,,,42806-296-01,available
5935,Guanidine Hydrochloride Tablets,Merck Sharp & Dohme Corp.,125 mg tablets (NDC 0085-0492-01),New,9/28/20,,To be discontinued on or near October 2020.,,,Neurology,To be Discontinued,9/28/20,9/28/20,0085-0492-01,discontinued
5936,Haloperidol Lactate (Haldol) Injection,"Janssen Biotech, Inc.","5 mg/mL, 10 ampule in 1 box, > 1 mL in 1 ampule, (NDC 50458-255-01)",New,11/13/20,,Product discontinuation as per business decision,,,Psychiatry,To be Discontinued,11/13/20,11/13/20,50458-255-01,discontinued
5937,Haloperidol Lactate Injection,Patriot Pharmaceuticals,"5 mg/mL, 10 ampule in 1 box,> 1 mL in 1 ampule, (NDC 10147-0911-1)",New,11/13/20,,Product discontinuation as per business decision,,,Psychiatry,To be Discontinued,11/13/20,11/13/20,10147-0911-1,discontinued
5938,Haloperidol Tablets,Mylan Pharmaceuticals Inc.,0.5 mg (NDC 0378-0351-01) and (NDC 0378-0351-10),Revised,11/20/19,,,,,Psychiatry,Resolved,11/20/19,,0378-0351-01,
5939,Haloperidol Tablets,Mylan Pharmaceuticals Inc.,1 mg (NDC 0378-0257-01) and (NDC 0378-0257-10),Revised,11/20/19,,,,,Psychiatry,Resolved,11/20/19,,0378-0257-01,
5940,Haloperidol Tablets,Mylan Pharmaceuticals Inc.,2 mg (NDC 0378-0214-01) and (NDC 0378-0214-10),Revised,11/20/19,,,,,Psychiatry,Resolved,11/20/19,,0378-0214-01,
5941,Haloperidol Tablets,Mylan Pharmaceuticals Inc.,5 mg (NDC 0378-0327-01) and (NDC 0378-0327-10),Revised,11/20/19,,,,,Psychiatry,Resolved,11/20/19,,0378-0327-01,
5942,Haloperidol Tablets,Mylan Pharmaceuticals Inc.,10 mg (NDC 0378-0334-01),Revised,11/20/19,,,,,Psychiatry,Resolved,11/20/19,,0378-0334-01,
