Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Sodium Chloride 0.9% Injection Bags,"Laboratorios Grifols, S.A.",800-848-0462,"0.9% Sodium Chloride Injection, USP 500 mL Fleboflex Plastic Container (20 units/carton)(NDC NDC 76297-001-01)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,"Laboratorios Grifols, S.A.",800-848-0462,"0.9% Sodium Chloride Injection, USP 1000 mL Fleboflex Plastic Container (10 units/carton)(NDC NDC 76297-001-41)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,Baxter Healthcare,888-229-0001,250 mL Product code 2B1322Q (NDC 00338-0049-02),Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,Baxter Healthcare,888-229-0001,500 mL  Product code 2B1323Q (NDC 00338-0049-03),Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,Baxter Healthcare,888-229-0001,"500 mL Non-PVC, Dripless Access Container (DAC)  VIAFLO Container  Product code UE1323D (NDC 0338-9543-04)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,Baxter Healthcare,888-229-0001,1000 mL Product code 2B1324X (NDC 00338-0049-04),Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,Baxter Healthcare,888-229-0001,"1000 mL Non-PVC, Dripless Access Container (DAC)  VIAFLO Container  Product code UE1324D (NDC 0338-9543-06)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,Baxter Healthcare,888-229-0001,"250 mL, Non-PVC, Dripless Access Container (DAC) VIAFLO Container Product code UE1322D (NDC 0338-9543-02)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,"ICU Medical, Inc.",877-946-7747,"100 mL Vis-IV container, PVC/DEHP-free (NDC 0409-7984-11)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,"ICU Medical, Inc.",877-946-7747,50 mL flexible container (Legacy Hospira NDC 0409-7984-36),Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
,,,(ICU Medical NDC 0990-7984-36),,,,,,,,,,,,,,,,,,
Sodium Chloride 0.9% Injection Bags,"ICU Medical, Inc.",877-946-7747,25 mL flexible container (NDC 0409-7984-20),Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,"ICU Medical, Inc.",877-946-7747,"50 mL Vis-IV container, PVC/DEHP-free (NDC 0409-7984-06)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,Baxter Healthcare,888-229-0001,"0.9% Sodium Chloride Injection, 250 mL, in VIAFLEX Container.   Product code FZB1322 (NDC 0338-9517-50)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,Baxter Healthcare,888-229-0001,"0.9% Sodium Chloride Injection, 500 mL, in VIAFLEX Container.   Product code FZB1323 (NDC 0338-9517-30)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 0.9% Injection Bags,Baxter Healthcare,888-229-0001,"0.9% Sodium Chloride Injection, 1,000 mL, in VIAFLEX Container.   Product code FZB1324 (NDC 0338-9517-16)",Revised,11/13/2019,"
","
","
","
",Gastroenterology;Other;Pediatric,Resolved,11/13/2019,"
",1/15/2014,"
","
","
","
","
","
","
"
Sodium Chloride 23.4% Injection,"Fresenius Kabi USA, LLC",888-386-1300,100 mL vials (NDC 63323-0088-61),Revised,12/30/2020,Backordered. Next release January 2021.,Check wholesalers for inventory,"
",Demand increase for the drug,Gastroenterology;Endocrinology/Metabolism;Total Parenteral Nutrition;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Sodium Chloride 23.4% Injection,"Fresenius Kabi USA, LLC",888-386-1300,200 mL vials (NDC 63323-0088-63),Revised,12/30/2020,Backordered. Next release January 2021.,Check wholesalers for inventory,"
",Demand increase for the drug,Gastroenterology;Endocrinology/Metabolism;Total Parenteral Nutrition;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Sodium Chloride 23.4% Injection,"Hospira, Inc.",844-646-4398,400 mEq/100 mL (4 mEq/mL); Pharmacy Bulk Package Glass Fliptop Vial (NDC 00409-1141-02),Revised,1/12/2021,Limited Supply Available. Next Delivery: January 2021; Estimated Recovery: TBD,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Gastroenterology;Endocrinology/Metabolism;Total Parenteral Nutrition;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
Sodium Chloride 23.4% Injection,"Fresenius Kabi USA, LLC",888-386-1300,30 mL vials (NDC 63323-0187-30),Revised,12/30/2020,Backordered. Next release January 2021.,Check wholesalers for inventory,"
",Demand increase for the drug,Gastroenterology;Endocrinology/Metabolism;Total Parenteral Nutrition;Pediatric,Current,"
","
","
","
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"0.9%, 2 mL vial (NDC 0641-0497-25)",Reverified,7/22/2020,Inventory is currently available.,Additional lots will be scheduled for manufacturing as needed.  Product will be made available as it is released.,"
",Demand increase for the drug,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,0.9%; Carpuject Luer Lock Glass Syringe (NDC 00409-1918-32),Reverified,1/12/2021,Discontinued,"
","
",Discontinuation of the manufacture of the drug,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,0.9%; Carpuject Luer Lock Glass Syringe (NDC 00409-1918-33),Reverified,1/12/2021,Next Delivery and Estimated Recovery: February 2023,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,0.9%; Carpuject Luer Lock Glass Syringe (NDC 00409-1918-35),Reverified,1/12/2021,Discontinued,"
","
",Discontinuation of the manufacture of the drug,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Fresenius Kabi USA, LLC",888-386-1300,"Sodium Chloride Injection USP, Single dose plastic vial, 0.9%, (18 mg per 2 mL)(9 mg per mL) (NDC 63323-186-02)",Reverified,12/30/2020,Available,Check wholesalers for inventory,"
",Increase in Demand,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Fresenius Kabi USA, LLC",888-386-1300,"Sodium Chloride Injection USP,  Single dose plastic vial, 0.9%, (90 mg per 10 mL)(9 mg per mL) (NDC 63323-186-10)",Reverified,12/30/2020,Available,Check wholesalers for inventory,"
",Manufacturing delay,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Fresenius Kabi USA, LLC",888-386-1300,"Sodium Chloride Injection USP,  Single dose plastic vial, 0.9%, (180 mg per 20 mL)(9 mg per mL) (NDC 63323-186-20)",Reverified,12/30/2020,Available,Check wholesalers for inventory,"
",Manufacturing delay,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Fresenius Kabi USA, LLC",888-386-1300,"Sodium Chloride Injection USP, Single dose tear top vial, 0.9%, (900 mg per 100 mL)(9 mg per mL) (NDC 63323-186-00)",Reverified,12/30/2020,Backordered.  Next release date not available at this time.,"
","
",Increase in Demand,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,10 mL (0.9%); Single Dose Plastic Fliptop Vial (NDC 00409-4888-10),Reverified,1/12/2021,Available,"
","
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,10 mL (0.9%); Single Dose LifeShield Plastic Fliptop Vial (NDC 00409-4888-12),Reverified,1/12/2021,Available,"
","
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,0.9%; Single Dose Plastic Fliptop Vial (NDC 00409-4888-20),Reverified,1/12/2021,Available,"
","
",Other,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Hospira, Inc.",844-646-4398,0.9%; Single Dose Plastic Fliptop Vial (NDC 00409-4888-50),Reverified,1/12/2021,Available,"
","
",Demand increase for the drug,Other,Current,"
","
",6/21/2018,"
","
","
","
","
","
","
"
"Sodium Chloride Injection USP, 0.9% Vials and Syringes","Medefil, Inc.",630-682-4600,"Sodium Chloride Injection, USP, 0.9%, in a plastic syringe (10 mL) (NDC 64253-202-30)",Reverified,12/11/2019,Available,Check wholesalers for inventory,"
",Available,Other,Current,"
","
",8/2/2018,"
","
","
","
","
","
","
"
"Sodium Lactate Injection, USP","Hospira, Inc.",844-646-4398,50 mEq/10 mL (5 mEq/10 mL); Single Dose Plastic Fliptop Vial (NDC 00409-6664-02),New,1/9/2020,"
",Discontinuation of the manufacture of the drug.,"
","
",Endocrinology/Metabolism;Gastroenterology,To be Discontinued,1/9/2020,1/9/2020,1/9/2020,"
","
","
","
","
","
","
"
Somatropin Recombinant (Humatrope) Injection,Eli Lilly and Co.,800-545-5979,5 mg kit (NDC 0002-7335-11) contains 5 mg/mL in 1 vial (NDC 0002-7349-01) of Humatrope and 5 mL in 1 vial (NDC 0002-7336-01) of Sterile Diluent,New,7/7/2020,"
",Other Somatropin Recombinant (Humatrope) Injection products will continue to be available to treat patients.  The product distribution will continue until end of December 2020.,"
","
",Hematology,To be Discontinued,7/7/2020,7/7/2020,7/7/2020,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"25mg tablets, bottle of 100 (NDC 0228-2803-11)",New,5/22/2018,"
","This product discontinuation is a business related decision and not related to product quality, safety or efficacy.","
","
",Renal,To be Discontinued,5/22/2018,5/22/2018,5/22/2018,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"25mg tablets, bottle of 500 (NDC 0228-2803-50)",New,5/22/2018,"
","This product discontinuation is a business related decision and not related to product quality, safety or efficacy.","
","
",Renal,To be Discontinued,5/22/2018,5/22/2018,5/22/2018,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"50mg tablets, bottle of 100 (NDC 0228-2672-11)",New,5/22/2018,"
","This product discontinuation is a business related decision and not related to product quality, safety or efficacy.","
","
",Renal,To be Discontinued,5/22/2018,5/22/2018,5/22/2018,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"50mg tablets, bottle of 500 (NDC 0228-2672-50)",New,5/22/2018,"
","This product discontinuation is a business related decision and not related to product quality, safety or efficacy.","
","
",Renal,To be Discontinued,5/22/2018,5/22/2018,5/22/2018,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"100mg tablets, bottle of 100 (NDC 0228-2673-11)",New,5/22/2018,"
","This product discontinuation is a business related decision and not related to product quality, safety or efficacy.","
","
",Renal,To be Discontinued,5/22/2018,5/22/2018,5/22/2018,"
","
","
","
","
","
","
"
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"100mg tablets, bottle of 500 (NDC 0228-2673-50)",New,5/22/2018,"
","This product discontinuation is a business related decision and not related to product quality, safety or efficacy.","
","
",Renal,To be Discontinued,5/22/2018,5/22/2018,5/22/2018,"
","
","
","
","
","
","
"
Stavudine Capsules,Mylan Pharmaceuticals Inc.,800-496-9526,20mg capsules (NDC 0378-5041-91),New,4/30/2018,"
","
","
","
",Antiviral,To be Discontinued,4/30/2018,4/30/2018,4/30/2018,"
","
","
","
","
","
","
"
Sterile Water,American Regent/Luitpold,800-645-1706,5 mL vial (NDC 00517-3005-25),Revised,8/2/2019,"
","
","
","
",Other,Resolved,8/2/2019,"
",5/25/2018,"
","
","
","
","
","
","
"
Sterile Water,American Regent/Luitpold,800-645-1706,10 mL vial (NDC 00517-3010-25),Revised,8/2/2019,"
","
","
","
",Other,Resolved,8/2/2019,"
",5/25/2018,"
","
","
","
","
","
","
"
Sterile Water,American Regent/Luitpold,800-645-1706,20 mL vial (NDC 00517-3020-25),Revised,8/2/2019,"
","
","
","
",Other,Resolved,8/2/2019,"
",5/25/2018,"
","
","
","
","
","
","
"
Sterile Water,West-Ward Pharmaceuticals,800-631-2174,10 mL Single Dose Vial (NDC 0641-6147-25),Revised,8/2/2019,"
","
","
","
",Other,Resolved,8/2/2019,"
",5/25/2018,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Pfizer Pharmaceuticals,800-533-4535,AZULFIDINE (Sulfasalazine tablets) 500 mg tablets; Bottle of 100 (NDC 0013-0101-10),Reverified,1/12/2021,Available,"
","
",Other,Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Pfizer Pharmaceuticals,800-533-4535,AZULFIDINE (Sulfasalazine tablets) 500 mg tablets; Bottle of 300 (NDC 0013-0101-20),Reverified,1/12/2021,Available,"
","
",Other,Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Pfizer Pharmaceuticals,800-533-4535,AZULFIDINE EN-tabs® (Sulfasalazine delayed release tablets) 500 mg Delayed-Release tablets; Bottle of 100 (NDC 0013-0102-50),Reverified,1/12/2021,Next Delivery and Estimated Recovery: TBD,"
","
",Other,Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Pfizer Pharmaceuticals,800-533-4535,AZULFIDINE EN-tabs® (Sulfasalazine delayed release tablets) 500 mg Delayed-Release tablets; Bottle of 300 (NDC 0013-0102-20),Reverified,1/12/2021,Available,"
","
",Other,Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Pfizer Pharmaceuticals,800-533-4535,Sulfasalazine Delayed-Release Tablets 500 mg Delayed-Release tablets; bottle of 100 (NDC 59762-0104-1/59762-0104-5),Reverified,1/12/2021,Next Delivery: January 2021; Estimated recovery: Q4 2021,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Pfizer Pharmaceuticals,800-533-4535,Sulfasalazine Delayed-Release Tablets 500 mg Delayed-Release tablets; bottle of 300 (NDC 59762-0104-6),Reverified,1/12/2021,Next Delivery:  February 2021; Estimated recovery: Q4 2021,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Pfizer Pharmaceuticals,800-533-4535,500 mg tablets; bottle of 100 (NDC 59762-5000-1/59762-5000-5),Reverified,1/12/2021,Next Delivery: January 2021; Estimated Recovery: Q4 2021,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Pfizer Pharmaceuticals,800-533-4535,500 mg tablets; bottle of 300 (NDC 59762-5000-6),Reverified,1/12/2021,Next Delivery: February 2021; Estimated recovery: Q4 2021,Shortage per Manufacturer: Manufacturing Delay,"
",Other,Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Teva Pharmaceuticals,800-545-8800,500 mg 100 Count (NDC 00591-0796-01),Reverified,1/5/2021,Available,"
","
","
",Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Teva Pharmaceuticals,800-545-8800,500 mg 1000 Count (NDC 00591-0796-10),Reverified,1/5/2021,Available,"
","
","
",Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sulfasalazine Tablets,Teva Pharmaceuticals,800-545-8800,500 mg 500 Count (NDC 00591-0796-05),Reverified,1/5/2021,Available,"
","
","
",Gastroenterology,Current,"
","
",4/24/2020,"
","
","
","
","
","
","
"
Sumatriptan (Sumavel DosePro) Injection,"Endo Pharmaceuticals, Inc.",800-462-3636,Sumavel DosePro (sumatriptan injection) 6mg/0.5mL (NDC 63481-367-06),New,2/27/2018,"
",A business decision has been made to discontinue Sumavel DosePro 6 mg/0.5mL.,"
","
",Neurology,To be Discontinued,2/27/2018,2/27/2018,2/27/2018,"
","
","
","
","
","
","
"
Sumatriptan Succinate (Imitrex) Injection,GlaxoSmithKline,888-825-5249,"6 mg, single dose vial (NDC 0173-0449-02)",New,4/3/2020,"
",A business decision was made to discontinue manufacture of the drug product. The anticipated date that GSK will cease distribution of the product is approximately August 2020.,"
","
",Neurology,To be Discontinued,4/3/2020,4/3/2020,4/3/2020,"
","
","
","
","
","
","
"
Sumatriptan Succinate Injection,Mylan Institutional,800-796-9526,"6 mg/0.5 mL, single-dose vial (NDC 67457-880-05)",New,2/21/2020,"
",Expected discontinuation August 2020 (short dating),"
","
",Neurology,To be Discontinued,2/21/2020,2/21/2020,2/21/2020,"
","
","
","
","
","
","
"
Sumatriptan Succinate Injection,Teva Pharmaceuticals,800-545-8800,6 mg/0.5 mL  (NDC 0703-7351-01),New,12/5/2019,"
","
","
","
",Neurology,To be Discontinued,12/5/2019,12/5/2019,12/5/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,0.5 mg (NDC 55111-525-01),Revised,1/12/2021,"Low inventory, but can meet current demand.","Replacement shipments are being received, but inventory remains low","
",Demand increase for the drug,Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,1 mg (NDC 55111-526-01),Revised,1/12/2021,"Low inventory, but can meet current demand.","Replacement shipments are being received, but inventory remains low","
",Demand increase for the drug,Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,5 mg (NDC 55111-527-01),Revised,1/12/2021,"Low inventory, but can meet current demand.","Replacement shipments are being received, but inventory remains low","
",Demand increase for the drug,Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"0.5 mg, 100s (NDC 0378-2045-01)",Reverified,1/8/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"1 mg, 100s (NDC 0378-2046-01)",Reverified,1/8/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
Tacrolimus Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"5 mg, 100s (NDC 0378-2047-01)",Reverified,1/8/2021,Available,"
","
","
",Transplant,Current,"
","
",5/17/2019,"
","
","
","
","
","
","
"
