id,generic_name,company_name,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
14692,Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.","Ativan, Injection, 4 mg/1 mL (NDC 0641-6002-10)",Revised,7/23/25,Unavailable,Shortage duration unknown,,Regulatory delay,Neurology,Current,,
14693,Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.","Lorazepam, Injection, 2 mg/1 mL (NDC 0641-6044-25)",Revised,7/23/25,Unavailable,Shortage duration unknown,,Regulatory delay,Neurology,Current,,
14694,Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.","Lorazepam, Injection, 2 mg/1 mL (NDC 0641-6046-10)",Revised,7/23/25,Unavailable,Shortage duration unknown,,Regulatory delay,Neurology,Current,,
14695,Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.","Lorazepam, Injection, 4 mg/1 mL (NDC 0641-6045-25)",Revised,7/23/25,Unavailable,Shortage duration unknown,,Regulatory delay,Neurology,Current,,
14696,Mefloquine Hydrochloride Tablet,"Teva Pharmaceuticals USA, Inc.","Mefloquine Hydrochloride, Tablet, 250 mg (NDC 0555-0171-78)",Revised,8/21/25,,,Available,,Anti-Infective,Resolved,8/21/25,
14697,Mefloquine Hydrochloride Tablet,Chartwell Molecular Holdings LLC,"Mefloquine Hydrochloride, Tablet, 250 mg (NDC 62135-973-25)",Revised,8/21/25,,,Available,,Anti-Infective,Resolved,8/21/25,
14698,Memantine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC","Memantine Hydrochloride, Tablet, 5 mg (NDC 0832-1112-60)",New,4/28/25,,,,,Neurology,To Be Discontinued,,4/28/25
14699,Memantine Hydrochloride Tablet,"Upsher-Smith Laboratories, LLC","Memantine Hydrochloride, Tablet, 10 mg (NDC 0832-1113-60)",New,4/28/25,,,,,Neurology,To Be Discontinued,,4/28/25
14700,Memantine Hydrochloride Tablet,"Actavis Pharma, Inc.","Namenda, Tablet, 5 mg (NDC 0591-3870-44)",New,11/21/24,,,,,Neurology,To Be Discontinued,,11/21/24
14701,Memantine Hydrochloride Tablet,"Actavis Pharma, Inc.","Namenda, Tablet, 5 mg (NDC 0591-3870-60)",New,11/21/24,,,,,Neurology,To Be Discontinued,,11/21/24
14702,Memantine Hydrochloride Tablet,"Actavis Pharma, Inc.","Namenda, Tablet, 10 mg (NDC 0591-3875-44)",New,11/21/24,,,,,Neurology,To Be Discontinued,,11/21/24
14703,Memantine Hydrochloride Tablet,"Actavis Pharma, Inc.","Namenda, Tablet, 10 mg (NDC 0591-3875-60)",New,11/21/24,,,,,Neurology,To Be Discontinued,,11/21/24
14704,Memantine Hydrochloride Tablet,"Actavis Pharma, Inc.","Namenda, Tablet, Kit (NDC 0591-3900-87)",New,11/21/24,,,,,Neurology,To Be Discontinued,,11/21/24
14705,Meperidine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Meperidine Hydrochloride, Injection, 25 mg/1 mL (NDC 0641-6052-25)",Revised,7/23/25,Unavailable,Additional Lots scheduled to be available in the October-November 2025 timeframe.,,Shortage of an active ingredient,Analgesia/Addiction,Current,,
14706,Meperidine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Meperidine Hydrochloride, Injection, 50 mg/1 mL (NDC 0641-6053-25)",Revised,7/23/25,Unavailable,Additional Lots scheduled to be available in the October-November 2025 timeframe.,,Shortage of an active ingredient,Analgesia/Addiction,Current,,
14707,Meperidine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.","Meperidine Hydrochloride, Injection, 100 mg/1 mL (NDC 0641-6054-25)",Revised,7/23/25,Unavailable,Additional Lots scheduled to be available in the October-November 2025 timeframe.,,Shortage of an active ingredient,Analgesia/Addiction,Current,,
14708,Meperidine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Demerol, Injection, 25 mg/1 mL (NDC 0409-1176-30)",Revised,8/15/25,Unavailable,Next Delivery: October 2025; Estimated Recovery: December 2025,,Other,Analgesia/Addiction,Current,,
14709,Meperidine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Demerol, Injection, 50 mg/1 mL (NDC 0409-1178-30)",Revised,8/15/25,Unavailable,Next Delivery: October 2025; Estimated Recovery: December 2025,,Other,Analgesia/Addiction,Current,,
14710,Meperidine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Demerol, Injection, 50 mg/1 mL (NDC 0409-1181-30)",Revised,8/15/25,Unavailable,Next Delivery and Estimated Recovery: September 2025,,Demand increase for the drug,Analgesia/Addiction,Current,,
14711,Meperidine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Demerol, Injection, 75 mg/1 mL (NDC 0409-1179-30)",Revised,8/15/25,Unavailable,,,Discontinuation of the manufacture of the drug,Analgesia/Addiction,Current,,
14712,Meperidine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Demerol, Injection, 100 mg/1 mL (NDC 0409-1180-69)",Revised,8/15/25,Unavailable,,,Discontinuation of the manufacture of the drug,Analgesia/Addiction,Current,,
14713,Meperidine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Demerol, Injection, 25 mg/1 mL (NDC 0409-1362-01)",Revised,8/15/25,Unavailable,,,Discontinuation of the manufacture of the drug,Analgesia/Addiction,Current,,
14714,Meperidine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company","Demerol, Injection, 50 mg/1 mL (NDC 0409-1418-01)",Revised,8/15/25,Unavailable,,,Discontinuation of the manufacture of the drug,Analgesia/Addiction,Current,,
14715,Methamphetamine Hydrochloride Tablet,"Dr. Reddy's Laboratories, Inc.","Methamphetamine Hydrochloride, Tablet, 5 mg (NDC 68308-115-01)",Reverified,8/15/25,Available,Available to existing customers,,,Psychiatry,Current,,
14716,Methamphetamine Hydrochloride Tablet,"Hikma Pharmaceuticals USA, Inc.","Methamphetamine Hydrochloride, Tablet, 5 mg (NDC 0054-0389-25)",Revised,8/1/25,Available,,,,Psychiatry,Current,,
14717,Methotrexate Injection,"Assertio Specialty Pharmaceuticals, LLC","Otrexup, Injection, 10 mg/.4 mL (NDC 82497-010-04)",New,8/29/25,,Discontinuation of the manufacture of the drug,,,Rheumatology,To Be Discontinued,,8/29/25
14718,Methotrexate Injection,"Assertio Specialty Pharmaceuticals, LLC","Otrexup, Injection, 12.5 mg/.4 mL (NDC 82497-012-04)",New,8/29/25,,Discontinuation of the manufacture of the drug,,,Rheumatology,To Be Discontinued,,8/29/25
14719,Methotrexate Injection,"Assertio Specialty Pharmaceuticals, LLC","Otrexup, Injection, 15 mg/.4 mL (NDC 82497-015-04)",New,8/29/25,,Discontinuation of the manufacture of the drug,,,Rheumatology,To Be Discontinued,,8/29/25
14720,Methotrexate Injection,"Assertio Specialty Pharmaceuticals, LLC","Otrexup, Injection, 17.5 mg/.4 mL (NDC 82497-017-04)",New,8/29/25,,Discontinuation of the manufacture of the drug,,,Rheumatology,To Be Discontinued,,8/29/25
14721,Methotrexate Injection,"Assertio Specialty Pharmaceuticals, LLC","Otrexup, Injection, 20 mg/.4 mL (NDC 82497-020-04)",New,8/29/25,,Discontinuation of the manufacture of the drug,,,Rheumatology,To Be Discontinued,,8/29/25
14722,Methotrexate Injection,"Assertio Specialty Pharmaceuticals, LLC","Otrexup, Injection, 22.5 mg/.4 mL (NDC 82497-022-04)",New,8/29/25,,Discontinuation of the manufacture of the drug,,,Rheumatology,To Be Discontinued,,8/29/25
14723,Methotrexate Injection,"Assertio Specialty Pharmaceuticals, LLC","Otrexup, Injection, 25 mg/.4 mL (NDC 82497-025-04)",New,8/29/25,,Discontinuation of the manufacture of the drug,,,Rheumatology,To Be Discontinued,,8/29/25
14724,Methotrexate Sodium Injection,"Hospira, Inc., a Pfizer Company","Injection, 25 mg/1 mL (NDC 61703-161-05)",New,1/8/25,,Discontinuation of the manufacture of the drug,,,Oncology; Rheumatology,To Be Discontinued,,1/8/25
14725,Methotrexate Sodium Injection,"Hikma Pharmaceuticals USA, Inc.","Methotrexate, Preservative Free, Injection, 1 g (NDC 0143-9830-01)",Reverified,7/23/25,Available,Currently available.  Additional product will be made available as it is released.,,,Rheumatology; Oncology,Current,,
14726,Methotrexate Sodium Injection,"Hikma Pharmaceuticals USA, Inc.","Methotrexate, Preservative Free, Injection, 25 mg/1 mL (NDC 0143-9519-10)",Reverified,7/23/25,Available,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,,,Rheumatology; Oncology,Current,,
14727,Methotrexate Sodium Injection,"Teva Pharmaceuticals USA, Inc.","Methotrexate Sodium Preservative Free, Injection, 25 mg/1 mL (NDC 0703-3671-01)",Revised,8/19/25,Available,Estimated recovery: December 2025,,Other,Rheumatology; Oncology,Current,,
14728,Methotrexate Sodium Injection,"Teva Pharmaceuticals USA, Inc.","Methotrexate Sodium Preservative Free, Injection, 25 mg/1 mL (NDC 0703-3675-01)",Revised,8/19/25,Unavailable,Estimated recovery: October 2025,,Other,Rheumatology; Oncology,Current,,
14729,Methotrexate Sodium Injection,"Teva Pharmaceuticals USA, Inc.","Methotrexate Sodium Preservative Free, Injection, 25 mg/1 mL (NDC 0703-3678-01)",Revised,8/19/25,Limited Availability,Estimated recovery: January 2026,,Other,Rheumatology; Oncology,Current,,
14730,Methotrexate Sodium Injection,"Hospira, Inc., a Pfizer Company","Methotrexate Sodium, Injection, 50 mg/2 mL (25 mg/mL) (NDC 61703-350-38)",Reverified,8/15/25,Available,,,,Rheumatology; Oncology,Current,,
14731,Methotrexate Sodium Injection,"Hospira, Inc., a Pfizer Company","Methotrexate Sodium, Injection, 50 mg/2 mL  (25 mg/mL) (NDC 61703-350-10)",Revised,8/15/25,Limited Availability,Limited Supply Available. Next Delivery: August 2025; Estimated Recovery: December 2025,,Other,Rheumatology; Oncology,Current,,
14732,Methotrexate Sodium Injection,"Hospira, Inc., a Pfizer Company","Methotrexate Sodium, Injection, 1 g/40 mL (25 mg/mL) (NDC 61703-408-41)",Reverified,8/15/25,Available,,,,Rheumatology; Oncology,Current,,
14733,Methotrexate Sodium Injection,"Hospira, Inc., a Pfizer Company","Methotrexate Sodium, Injection, 1 g/40 mL (25 mg/mL) (NDC 61703-408-25)",Reverified,8/15/25,Available,,,,Rheumatology; Oncology,Current,,
14734,Methotrexate Sodium Injection,"Hospira, Inc., a Pfizer Company","Methotrexate Sodium, Injection, 1 g/40 mL (25 mg/mL) (NDC 61703-124-40)",Reverified,8/15/25,Available,,,,Rheumatology; Oncology,Current,,
14735,Methotrexate Sodium Injection,"Fresenius Kabi USA, LLC","Methotrexate Preservative Free, Injection, 1 g (NDC 63323-122-50)",Reverified,9/2/25,Available,Check wholesaler for inventory,,,Rheumatology; Oncology,Current,,
14736,Methotrexate Sodium Injection,"Fresenius Kabi USA, LLC","Methotrexate Sodium, Injection, 25 mg/1 mL (NDC 63323-123-10)",Reverified,9/2/25,Available,Check whlolesaler for inventory,,,Rheumatology; Oncology,Current,,
14737,Methotrexate Sodium Injection,Accord Healthcare Inc.,"Methotrexate Sodium Preservative Free, Injection, 25 mg/1 mL (NDC 16729-277-30)",Revised,8/19/25,Unavailable,Resupply: estimated 14 days,,Shortage of an active ingredient,Rheumatology; Oncology,Current,,
14738,Methotrexate Sodium Injection,Accord Healthcare Inc.,"Methotrexate Sodium Preservative Free, Injection, 25 mg/1 mL (NDC 16729-277-35)",Revised,8/19/25,Unavailable,Resupply: estimated 14 days,,Shortage of an active ingredient,Rheumatology; Oncology,Current,,
14739,"Methylphenidate Film, Extended Release","Noven Pharmaceuticals, Inc.","Daytrana, Film, Extended Release, 10 mg (NDC 68968-5552-3)",Reverified,8/19/25,Unavailable,Estimated availability TBD,,Shortage of an active ingredient,Psychiatry,Current,,
14740,"Methylphenidate Film, Extended Release","Noven Pharmaceuticals, Inc.","Daytrana, Film, Extended Release, 15 mg (NDC 68968-5553-3)",Reverified,8/19/25,Unavailable,Estimated availability TBD,,Shortage of an active ingredient,Psychiatry,Current,,
14741,"Methylphenidate Film, Extended Release","Noven Pharmaceuticals, Inc.","Daytrana, Film, Extended Release, 20 mg (NDC 68968-5554-3)",Reverified,8/19/25,Unavailable,Estimated availability TBD,,Shortage of an active ingredient,Psychiatry,Current,,
14742,"Methylphenidate Film, Extended Release","Noven Pharmaceuticals, Inc.","Daytrana, Film, Extended Release, 30 mg (NDC 68968-5555-3)",Reverified,8/19/25,Unavailable,Estimated availability TBD,,Shortage of an active ingredient,Psychiatry,Current,,
14743,"Methylphenidate Film, Extended Release","Noven Pharmaceuticals, Inc.","Methylphenidate, Film, Extended Release, 10 mg (NDC 0574-2410-65)",Revised,8/19/25,Available,Available. Distributed by Padagis US LLC,,,Psychiatry,Current,,
14744,"Methylphenidate Film, Extended Release","Noven Pharmaceuticals, Inc.","Methylphenidate, Film, Extended Release, 15 mg (NDC 0574-2415-65)",Revised,8/19/25,Unavailable,Estimated availability: end October 2025. Distributed by Padagis US LLC,,Shortage of an active ingredient,Psychiatry,Current,,
14745,"Methylphenidate Film, Extended Release","Noven Pharmaceuticals, Inc.","Methylphenidate, Film, Extended Release, 20 mg (NDC 0574-2420-65)",Revised,8/19/25,Unavailable,Estimated availability: early September 2025. Distributed by Padagis US LLC,,Shortage of an active ingredient,Psychiatry,Current,,
14746,"Methylphenidate Film, Extended Release","Noven Pharmaceuticals, Inc.","Methylphenidate, Film, Extended Release, 30 mg (NDC 0574-2430-65)",Revised,8/19/25,Unavailable,Estimated availability: early September 2025. Distributed by Padagis US LLC,,Shortage of an active ingredient,Psychiatry,Current,,
14747,"Methylphenidate Film, Extended Release","Mylan Pharmaceuticals Inc., a Viatris Company","Methylphenidate, Film, Extended Release, 10mg/9hrs (NDC 0378-8260-93)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14748,"Methylphenidate Film, Extended Release","Mylan Pharmaceuticals Inc., a Viatris Company","Methylphenidate, Film, Extended Release, 15mg/9hrs (NDC 0378-8261-93)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14749,"Methylphenidate Film, Extended Release","Mylan Pharmaceuticals Inc., a Viatris Company","Methylphenidate, Film, Extended Release, 20mg/9hrs (NDC 0378-8262-93)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14750,"Methylphenidate Film, Extended Release","Mylan Pharmaceuticals Inc., a Viatris Company","Methylphenidate, Film, Extended Release, 30mg/9hrs (NDC 0378-8263-93)",Reverified,9/3/25,Available,,,,Psychiatry,Current,,
14751,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 18 mg (NDC 68025-095-30)",Reverified,9/4/25,Available,,,,Psychiatry,Current,,
14752,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 27 mg (NDC 68025-096-30)",Reverified,9/4/25,Available,,,,Psychiatry,Current,,
14753,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 36 mg (NDC 68025-097-30)",Reverified,9/4/25,Available,,,,Psychiatry,Current,,
14754,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 54 mg (NDC 68025-098-30)",Reverified,9/4/25,Available,,,,Psychiatry,Current,,
14755,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 18 mg (NDC 68025-095-10)",Reverified,9/4/25,Unavailable,Estimated recovery: TBD,,Other,Psychiatry,Current,,
14756,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 27 mg (NDC 68025-096-10)",Reverified,9/4/25,Unavailable,Estimated recovery: TBD,,Other,Psychiatry,Current,,
14757,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 36 mg (NDC 68025-097-10)",Reverified,9/4/25,Unavailable,Estimated recovery: TBD,,Other,Psychiatry,Current,,
14758,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 45 mg (NDC 68025-088-30)",Reverified,9/4/25,Available,,,,Psychiatry,Current,,
14759,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 54 mg (NDC 68025-098-10)",Reverified,9/4/25,Unavailable,Estimated recovery: TBD,,Other,Psychiatry,Current,,
14760,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 63 mg (NDC 68025-089-30)",Reverified,9/4/25,Available,,,,Psychiatry,Current,,
14761,"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","Relexxii, Tablet, Extended Release, 72 mg (NDC 68025-084-30)",Reverified,9/4/25,Available,,,,Psychiatry,Current,,
14762,"Methylphenidate Hydrochloride Tablet, Extended Release",SpecGx LLC,"Methylin Er, Tablet, Extended Release, 10 mg (NDC 0406-1445-01)",Reverified,9/2/25,Limited Availability,Allocation to all customers.,,Shortage of an active ingredient,Psychiatry,Current,,
14763,"Methylphenidate Hydrochloride Tablet, Extended Release",SpecGx LLC,"Methylin Er, Tablet, Extended Release, 20 mg (NDC 0406-1473-01)",Reverified,9/2/25,Limited Availability,Allocation to all customers. Short term backorder expected in September with recovery in October 2025.,,Shortage of an active ingredient,Psychiatry,Current,,
14764,"Methylphenidate Hydrochloride Tablet, Extended Release",SpecGx LLC,"Methylphenidate Hydrochloride, Tablet, Extended Release, 27 mg (NDC 0406-0127-01)",Revised,9/2/25,Unavailable,Backorder expected with next release expected in October 2025.,,Shortage of an active ingredient,Psychiatry,Current,,
14765,"Methylphenidate Hydrochloride Tablet, Extended Release",SpecGx LLC,"Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 0406-0136-01)",Reverified,9/2/25,Limited Availability,Allocation to all customers. Short term backorder expected in September with recovery in October 2025.,,Shortage of an active ingredient,Psychiatry,Current,,
14766,"Methylphenidate Hydrochloride Tablet, Extended Release",SpecGx LLC,"Methylphenidate Hydrochloride, Tablet, Extended Release, 54 mg (NDC 0406-0154-01)",Reverified,9/2/25,Unavailable,Backorder. Next release expected in October 2025.,,Shortage of an active ingredient,Psychiatry,Current,,
14767,"Methylphenidate Hydrochloride Tablet, Extended Release","Lannett Company, Inc.","Methylphenidate Hydrochloride, Tablet, Extended Release, 18 mg (NDC 62175-310-37)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
14768,"Methylphenidate Hydrochloride Tablet, Extended Release","Lannett Company, Inc.","Methylphenidate Hydrochloride, Tablet, Extended Release, 27 mg (NDC 62175-311-37)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
14769,"Methylphenidate Hydrochloride Tablet, Extended Release","Lannett Company, Inc.","Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 62175-312-37)",Reverified,9/2/25,Unavailable,other,,Other,Psychiatry,Current,,
14770,"Methylphenidate Hydrochloride Tablet, Extended Release","Lannett Company, Inc.","Methylphenidate Hydrochloride, Tablet, Extended Release, 54 mg (NDC 62175-313-37)",Reverified,9/2/25,Available,,,,Psychiatry,Current,,
14771,"Methylphenidate Hydrochloride Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","Methylphenidate Hydrochloride Extended-Release Tablets, USP   CII, Tablet, Extended Release, 18 mg (NDC 62037-725-01)",Revised,8/19/25,Available,,,,Psychiatry,Current,,
14772,"Methylphenidate Hydrochloride Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","Methylphenidate Hydrochloride Extended-Release Tablets, USP   CII, Tablet, Extended Release, 27 mg (NDC 62037-734-01)",Revised,8/19/25,Available,,,,Psychiatry,Current,,
14773,"Methylphenidate Hydrochloride Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","Methylphenidate Hydrochloride Extended-Release Tablets, USP   CII, Tablet, Extended Release, 36 mg (NDC 62037-726-01)",Revised,8/19/25,Available,,,,Psychiatry,Current,,
14774,"Methylphenidate Hydrochloride Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","Methylphenidate Hydrochloride Extended-Release Tablets, USP   CII, Tablet, Extended Release, 54 mg (NDC 62037-727-01)",Revised,8/19/25,Available,,,,Psychiatry,Current,,
